New_Index,Index,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,joy,sadness,anticipation,surprise,anger,fear,disgust,trust,喜び,悲しみ,期待,驚き,怒り,恐れ,嫌悪,信頼
7049,8179,32000,4pTkDIlpFNoeWbahu8pVXW,Izzamuzzic;Julien Marchal,Shootout,Shootout,78,295308,False,0.663,0.578,2,-9.079,1,0.0687,0.312,0.906,0.109,0.553,86.986,4,electronic,,,,,,,,,0.30855185,0.05529531,0.08383889,0.3044761,0.036998037,0.03949534,0.13604446,0.035299968
7050,8180,32001,1YMBg7rOjxzbya0fPOYfNX,DJ Snake;Lauv,A Different Way (with Lauv),A Different Way (with Lauv),66,198285,False,0.784,0.757,8,-3.912,1,0.0384,0.495,1.18e-06,0.142,0.587,104.996,4,electronic,,,,,,,,,0.6500967,0.011934503,0.21872841,0.07054251,0.0033577555,0.007873899,0.011307501,0.026158696
7051,8181,32002,0g5EKLgdKvNlln7TNqBByK,DJ Snake;Bipolar Sunshine,Encore,Middle,76,220573,False,0.583,0.695,9,-5.336,1,0.0423,0.0141,0.0,0.0527,0.224,104.879,4,electronic,,,,,,,,,0.60387653,0.02108089,0.266051,0.038236134,0.0050675026,0.012388201,0.018618379,0.034681328
7052,8182,32003,6qrifdo7QINdPQr80IelGi,Rovalio;Abdul Hannan,Iraaday,Iraaday,66,133305,False,0.737,0.458,6,-5.805,1,0.0317,0.601,6.98e-06,0.138,0.456,89.993,4,electronic,,,,,,,,,0.26087183,0.236627,0.29375273,0.036280256,0.011397854,0.072650425,0.07680006,0.011619809
7053,8183,32004,0lYBSQXN6rCTvUZvg9S0lU,DJ Snake;Justin Bieber,Encore,Let Me Love You,84,205946,False,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,4,electronic,,,,,,,,,0.811007,0.011870674,0.11004559,0.023142958,0.0019089008,0.0064108055,0.008615398,0.026998648
7054,8185,32006,5Q5TNh4wr6CPoXKrI2H6gx,Lucky Luke;Emie,Drüg,Drüg,57,219260,False,0.685,0.496,0,-8.382,0,0.238,0.314,0.804,0.138,0.0569,124.987,4,electronic,,,,,,,,,0.7925634,0.013182587,0.08734654,0.031156205,0.003400816,0.007459421,0.012318289,0.052572753
7055,8187,32008,4KL3FJYexPrPuMdPagHPXp,Raiden;CHANYEOL;LeeHi;CHANGMO,Yours,Yours,67,235413,False,0.676,0.774,8,-3.988,1,0.0338,0.137,0.0,0.106,0.392,86.994,4,electronic,,,,,,,,,0.607229,0.081707455,0.19595397,0.035900466,0.0053054364,0.023804247,0.032614328,0.017485138
7056,8189,32011,5j3QqRGflS4o5jbsFSwKW1,DJ Shadow;Mos Def,The Fast And The Furious: Tokyo Drift (Original Motion Picture Soundtrack),Six Days - Remix,66,232000,False,0.641,0.943,5,-6.254,0,0.264,0.0351,0.000259,0.328,0.718,171.811,4,electronic,,,,,,,,,0.53071463,0.017428907,0.34076455,0.049615983,0.0049233777,0.010647539,0.015736943,0.030168043
7057,8191,32013,5Qjv35Ja2TDt9CXRRo51hh,DJ Snake;Justin Bieber,Encore,Let Me Love You,50,205906,False,0.492,0.714,8,-5.327,1,0.0442,0.0838,3.11e-05,0.13,0.146,99.602,4,electronic,,,,,,,,,0.811007,0.011870674,0.11004559,0.023142958,0.0019089008,0.0064108055,0.008615398,0.026998648
7058,8192,32014,6rfahvufEQDIVTHJIU2QQB,MEMBA;EVAN GIIA;Nooran Sisters,"For Aisha (Featured in ""The Sky Is Pink"")","For Aisha (Featured in ""The Sky Is Pink"")",59,357931,False,0.568,0.622,4,-6.548,1,0.109,0.063,0.0018,0.56,0.109,76.984,4,electronic,,,,,,,,,0.63230336,0.030537503,0.20615008,0.06060204,0.0051931455,0.014531453,0.021346908,0.029335566
7059,8193,32015,6IPNp9PfaEqrzotY47TIWy,DJ Snake;Ozuna;Megan Thee Stallion;LISA,"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)","SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",77,225600,True,0.8,0.837,6,-2.807,0,0.0491,0.00406,0.00313,0.0904,0.702,100.015,4,electronic,,,,,,,,,0.59330666,0.041295204,0.27892497,0.0358635,0.0033273571,0.013999705,0.018237533,0.015045076
7060,8194,32016,2ccERNgupCOr0XjIikHDKJ,Otnicka;Duke Luke,Peaky Blinder,Peaky Blinder,65,159130,False,0.624,0.734,5,-7.338,0,0.176,0.33,0.0549,0.326,0.563,184.051,4,electronic,,,,,,,,,0.48613152,0.05063847,0.2872274,0.06717869,0.010758094,0.024194859,0.052320305,0.021550572
7061,8195,32017,7K5tOFxje8nlunmexOmWgo,DJ Snake;Ozuna;Megan Thee Stallion;LISA,"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)","SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",66,225600,False,0.796,0.836,6,-2.827,0,0.0473,0.00421,0.0068,0.101,0.68,100.033,4,electronic,,,,,,,,,0.59330666,0.041295204,0.27892497,0.0358635,0.0033273571,0.013999705,0.018237533,0.015045076
7062,8196,32018,5x4vgABKiGp4Vg7ZyFRxhn,DJ Snake;Rick Ross;Rich Brian,Shang-Chi and The Legend of The Ten Rings: The Album,Run It (feat. Rick Ross & Rich Brian),69,163373,False,0.688,0.725,2,-7.806,1,0.044,0.0195,7.63e-06,0.0726,0.225,104.006,4,electronic,,,,,,,,,0.742925,0.02971367,0.15825827,0.023623807,0.002555476,0.009757887,0.014997065,0.018168868
7063,8197,32019,6osaMSJh9NguagEDQcZaKx,DJ Snake;J Balvin;Tyga,Carte Blanche,Loco Contigo (feat. J. Balvin & Tyga),74,185194,False,0.694,0.758,11,-2.986,1,0.218,0.278,1.34e-06,0.102,0.371,192.091,4,electronic,,,,,,,,,0.5569481,0.0513639,0.27888945,0.055745006,0.0046217195,0.0149801485,0.024629371,0.012822258
7064,8198,32021,0ZnwzjB40zdTZrEwPvaRqG,Otnicka,Babel,Babel,60,198962,False,0.883,0.366,2,-9.731,0,0.0706,0.14,0.915,0.102,0.397,107.998,4,electronic,,,,,,,,,0.44772768,0.039264638,0.34497258,0.081842445,0.009008816,0.021344135,0.036974747,0.018864986
7065,8199,32022,7xlrdBdz8TGSo0COvLHymc,RANDALL,Wahran,Wahran,63,231114,False,0.517,0.753,0,-7.928,0,0.0515,0.0228,0.278,0.105,0.269,93.917,4,electronic,,,,,,,,,0.48605442,0.08287568,0.2030379,0.08005123,0.016793676,0.03257495,0.073910445,0.024701769
7066,8200,32023,3dsyqPDiWYYilRZNBxgxHE,DJ Snake,Carte Blanche,Magenta Riddim,63,194490,False,0.602,0.892,10,-3.66,0,0.0672,0.000393,0.813,0.304,0.57,102.047,4,electronic,,,,,,,,,0.52310014,0.110422835,0.13604933,0.089013435,0.01360079,0.032655682,0.07453078,0.020627055
7067,8201,32024,4w8niZpiMy6qz1mntFA5uM,DJ Snake;Selena Gomez;Ozuna;Cardi B,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",76,212500,True,0.842,0.801,8,-4.167,0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,4,electronic,,,,,,,,,0.504866,0.05307657,0.32844004,0.05479119,0.0047191726,0.017822074,0.02258147,0.0137034645
7068,8204,32027,3XoflnowYPFRPOh3uFvHcm,DJ Snake;Selena Gomez,Selfish Love (with Selena Gomez),Selfish Love (with Selena Gomez),63,168648,False,0.723,0.646,5,-7.973,0,0.102,0.0206,0.352,0.0994,0.443,110.971,4,electronic,,,,,,,,,0.61211073,0.05587855,0.22868863,0.037016414,0.0044134646,0.01872238,0.02603183,0.017138083
7069,8205,32028,67awxiNHNyjMXhVgsHuIrs,DJ Snake;Lil Jon,Turn Down for What,Turn Down for What,71,213733,False,0.818,0.799,1,-4.1,0,0.156,0.00107,0.128,0.057,0.0815,100.014,4,electronic,,,,,,,,,0.33394378,0.055074055,0.25876996,0.2079789,0.018114777,0.036177766,0.06287711,0.027063703
7070,8207,32030,5FRIaaCcAlC3GBjqYkVBbm,Bahramji;Maneesh de Moor,Call of the Mystic,Dreamcatcher,50,462493,False,0.753,0.267,4,-12.078,0,0.0602,0.363,0.55,0.122,0.0554,129.985,4,electronic,,,,,,,,,0.6793955,0.014921872,0.21143577,0.051751588,0.0028583708,0.007580498,0.011343263,0.020713134
7071,8208,32031,0KoiMHhqKLoL4xM54rcWYY,DJ Snake;Selena Gomez;Ozuna;Cardi B,Carte Blanche,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",73,212500,True,0.842,0.801,8,-4.167,0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,4,electronic,,,,,,,,,0.504866,0.05307657,0.32844004,0.05479119,0.0047191726,0.017822074,0.02258147,0.0137034645
7072,8209,32050,78iVPIyFgGjQ0g0TmDWYtQ,Maribou State;Holly Walker,Tongue EP,Tongue,64,304825,False,0.569,0.521,10,-10.183,0,0.0839,0.514,0.00469,0.0962,0.143,115.055,4,electronic,,,,,,,,,0.7083507,0.013821171,0.15846793,0.053983275,0.00412643,0.007800226,0.014001052,0.039449204
7073,8210,32051,0U0ldCRmgCqhVvD6ksG63j,Kavinsky,Nightcall,Nightcall,73,258413,False,0.532,0.874,9,-5.183,0,0.0482,0.00842,0.012,0.452,0.361,91.038,4,electronic,,,,,,,,,0.6464838,0.03279491,0.18636002,0.05785052,0.0057982123,0.015092425,0.030307684,0.025312446
7074,8211,32053,57kR5SniQIbsbVoIjjOUDa,DJ Snake;AlunaGeorge,You Know You Like It,You Know You Like It,70,247266,False,0.407,0.725,5,-5.346,0,0.188,0.0141,2.46e-06,0.306,0.247,196.093,4,electronic,,,,,,,,,0.75323284,0.020458326,0.11704114,0.035729516,0.0043113697,0.01023091,0.019069184,0.039926663
7075,8212,32054,4cQrSREMqBSvJ8ZzBZjVb8,James Blake;Travis Scott;Metro Boomin,Assume Form,Mile High (feat. Travis Scott & Metro Boomin),65,193600,False,0.754,0.37,6,-9.854,0,0.12,0.403,6.22e-05,0.107,0.228,114.941,4,electronic,,,,,,,,,0.4381194,0.048246756,0.30245462,0.10310454,0.012350637,0.024552438,0.051590476,0.019581117
7076,8213,32057,7xcqbjV2NfxlnJzqdRuO7E,Kavinsky;The Weeknd,Kiss Land (Deluxe),Odd Look,55,252853,False,0.627,0.897,10,-3.647,0,0.0504,0.246,0.0,0.117,0.257,104.947,4,electronic,,,,,,,,,0.62675333,0.019225558,0.25666922,0.036222212,0.0036830562,0.009932411,0.014155681,0.033358585
7077,8214,32059,1gV0hgMNdpSWeW7ZjSUKnX,TroyBoi;Diplo;Nina Sky,Afterhours feat. Diplo & Nina Sky,Afterhours feat. Diplo & Nina Sky,58,275604,False,0.74,0.831,1,-3.828,1,0.0423,0.089,0.0,0.0837,0.357,91.026,4,electronic,,,,,,,,,0.6391752,0.026815873,0.23409276,0.037785605,0.004604247,0.010299293,0.022317735,0.024909189
7078,8215,32063,6UbfuPifNmblRiaE8vQ08U,Yellow Claw;Yade Lauren,"Los Amsterdam (Remixes, Pt. 1)",Love & War - Yellow Claw G-Funk Remix,63,115546,False,0.725,0.74,8,-5.08,1,0.0323,0.00156,0.000464,0.338,0.827,92.978,4,electronic,,,,,,,,,0.7330226,0.02089428,0.1473551,0.03789107,0.0037233953,0.009728941,0.016089167,0.03129549
7079,8216,32065,4VxaUj96W2jw9UOtKHu51p,Apparat;Soap&Skin,The Devil's Walk,Goodbye,60,256786,False,0.484,0.457,1,-13.976,0,0.0456,0.406,0.646,0.297,0.187,87.159,4,electronic,,,,,,,,,0.6883817,0.03167437,0.18143104,0.037148755,0.00419082,0.012886195,0.018787345,0.025499823
7080,8218,32074,0tAFy8LVdMQgW6A6Nq7olS,TroyBoi,"V!BEZ, Vol. 3",Do You?,62,195790,False,0.827,0.518,10,-8.156,0,0.343,0.164,0.375,0.61,0.584,80.729,4,electronic,,,,,,,,,0.6754386,0.015900562,0.16924436,0.08493748,0.003690812,0.01003451,0.0117093725,0.029044373
7081,8219,32075,2Anpk7AihEt38POoMEDqRb,Leat'eq,Tokyo,Tokyo,61,174117,False,0.743,0.879,5,-2.717,0,0.0339,0.0725,0.00141,0.081,0.636,101.968,4,electronic,,,,,,,,,0.9193699,0.0061766882,0.025971813,0.021955593,0.00094532414,0.0023227055,0.003897477,0.019360427
7082,8220,32076,0RVmOh80HfpuygCBt2d1va,DJ Snake,Disco Maghreb,Disco Maghreb,64,184799,False,0.655,0.923,7,-3.5,1,0.216,0.0581,0.00259,0.382,0.45,99.961,4,electronic,,,,,,,,,0.62442267,0.0609141,0.20349005,0.05018634,0.004065388,0.018608527,0.020216174,0.018096732
7083,8222,32078,3IEG65Fi7Zm8cQEEG3uJ4H,DJ Shadow;Mos Def,Six Days,Six Days - Remix,62,232533,False,0.699,0.909,5,-6.72,0,0.236,0.13,0.000195,0.34,0.691,171.877,4,electronic,,,,,,,,,0.53071463,0.017428907,0.34076455,0.049615983,0.0049233777,0.010647539,0.015736943,0.030168043
7084,8224,32081,7mbbGuqfaIIFHImIwu45Xi,DJ Snake;Justin Bieber;R3HAB,Let Me Love You (R3hab Remix),Let Me Love You - R3hab Remix,58,175000,False,0.433,0.82,0,-2.84,0,0.0924,0.0209,0.0,0.292,0.536,203.968,4,electronic,,,,,,,,,0.7676254,0.013052247,0.14845102,0.026917534,0.002034694,0.006178206,0.008290047,0.027450822
7085,8225,32082,3oZoXyU0SkDldgS7AcN4y4,Dillon Francis;DJ Snake,"Money Sucks, Friends Rule",Get Low,61,212773,False,0.674,0.932,11,-4.424,0,0.0859,0.0282,0.71,0.684,0.728,101.033,4,electronic,,,,,,,,,0.4367978,0.053826995,0.22761557,0.1847848,0.010020381,0.024405388,0.04683548,0.015713619
7086,8226,32083,525GY0mXYnxajolwgS8Eaz,Lucky Luke,Cooler Than Me,Cooler Than Me,71,179760,True,0.889,0.716,7,-6.146,1,0.0708,0.0595,0.0409,0.168,0.296,128.022,4,electronic,,,,,,,,,0.6240742,0.020061424,0.19769949,0.0653489,0.008069867,0.012391448,0.028760886,0.04359382
7087,8227,32084,10AsRVRdU07cMAFHeGYO3c,Martin Jensen,Solo Dance,Solo Dance,69,174933,False,0.746,0.846,9,-2.432,1,0.048,0.0485,0.0,0.195,0.403,114.955,4,electronic,,,,,,,,,0.6272895,0.027553696,0.1948249,0.06901375,0.0064571453,0.014396552,0.027894422,0.032570057
7088,8228,32086,3zxUdf7XmWpH6oddULwbwJ,DJ Snake;Selena Gomez,Revelación - EP,Selfish Love (with Selena Gomez),55,168648,False,0.723,0.647,5,-7.975,0,0.103,0.02,0.331,0.1,0.456,110.963,4,electronic,,,,,,,,,0.61211073,0.05587855,0.22868863,0.037016414,0.0044134646,0.01872238,0.02603183,0.017138083
7089,8229,32088,7Mqdzo9NcZLUwTAoyV2AeE,ARTBAT,Horizon,Horizon,63,464516,False,0.647,0.66,5,-10.309,0,0.0405,0.0331,0.914,0.665,0.0174,124.023,4,electronic,,,,,,,,,0.6865478,0.014872349,0.19402249,0.03489442,0.003839646,0.010056398,0.01362324,0.042143658
7090,8230,32089,6Hx9gLuAKkOfoZoL79OSI1,DJ Snake;Marshmello;Justin Bieber,Let Me Love You (Marshmello Remix),Let Me Love You - Marshmello Remix,56,180013,False,0.66,0.814,8,-3.179,1,0.0382,0.0183,0.0,0.139,0.248,120.005,4,electronic,,,,,,,,,0.79504114,0.009870103,0.1256632,0.025633454,0.0017411235,0.0051728827,0.006617092,0.030260967
7091,8231,32090,251aCFbFK1f4Jkil96E5g1,Dillon Francis;ILLENIUM;EVAN GIIA,Don’t Let Me Let Go (with ILLENIUM & EVAN GIIA),Don’t Let Me Let Go (with ILLENIUM & EVAN GIIA),68,205479,False,0.488,0.715,9,-4.656,1,0.0562,0.0367,0.0,0.122,0.397,145.979,4,electronic,,,,,,,,,0.59920204,0.062247775,0.2376698,0.035426363,0.0044159186,0.018547013,0.026863612,0.015627515
7092,8232,32091,556jf0hyPQuLNHuNWo12I5,Peter Cat Recording Co.,Bismillah,Floated By,52,256000,False,0.729,0.286,2,-13.654,1,0.0355,0.283,0.0245,0.105,0.469,92.03,4,electronic,,,,,,,,,0.706795,0.03683799,0.09909826,0.046574187,0.008762232,0.016313775,0.041494846,0.04412369
7093,8233,32093,4dq7XLDmFHNwc1yqL339qT,Anthony Keyrouz;Paradigm,Wake Me Up In Paris,Wake Me Up In Paris,73,136946,False,0.71,0.816,11,-4.516,0,0.186,0.0573,4.87e-06,0.176,0.363,131.001,4,electronic,,,,,,,,,0.6666868,0.039448973,0.1534461,0.06163924,0.006090767,0.016628906,0.03189951,0.024159772
7094,8234,32100,3S7A85bAWOd6ltk6r2ANOI,DJ Snake,U Are My High,U Are My High,71,180480,False,0.503,0.783,0,-4.761,0,0.0385,0.0221,0.00223,0.14,0.213,125.122,4,electronic,,,,,,,,,0.6773795,0.01505082,0.20317842,0.042486798,0.0033667479,0.0077577233,0.011686843,0.039093137
7095,8235,32101,0ITaSRuI0L1RNL7ZNYTTi7,DJ Snake;Future,U Are My High (with Future),U Are My High (with Future),64,211200,False,0.602,0.824,0,-4.087,0,0.0547,0.0867,0.0,0.0947,0.442,125.147,4,electronic,,,,,,,,,0.5768691,0.05170355,0.25347787,0.05019324,0.0052206237,0.019239869,0.02646689,0.016828801
7096,8239,32110,5NQKpa6uCqZcaFkAbUK4XB,Jauz;HALIENE,Oceans & Galaxies,Oceans & Galaxies,59,200547,False,0.532,0.625,1,-7.472,0,0.0506,0.12,3.35e-05,0.103,0.297,145.857,4,electronic,,,,,,,,,0.73761326,0.013619442,0.15295304,0.035382897,0.003060888,0.0076223067,0.01107619,0.038671978
7097,8240,32112,0A5gdlrpAuQqZ2iFgnqBFW,Gaullin,Moonlight,Moonlight,65,173066,True,0.813,0.761,10,-5.687,0,0.085,0.0529,0.0119,0.337,0.29,124.957,4,electronic,,,,,,,,,0.5414274,0.044852894,0.20230684,0.112462,0.010329049,0.018294439,0.04534718,0.02498025
7098,8242,32115,2qfEcCkEo5NscA9GL7ER72,Martin Jensen;James Arthur,Nobody,Nobody,61,211040,True,0.673,0.687,6,-5.295,0,0.0623,0.269,0.0,0.181,0.524,96.964,4,electronic,,,,,,,,,0.6311209,0.03166812,0.1953042,0.043663986,0.0077162413,0.016604442,0.030168418,0.043753732
7099,8243,32118,0Uhbn8GeomTRkkVAapjM4Z,Wuki;Smokepurpp,Birdz (with Smokepurpp),Birdz (with Smokepurpp),59,162375,True,0.709,0.7,1,-4.834,1,0.0746,0.00171,0.0155,0.711,0.397,145.04,4,electronic,,,,,,,,,0.45926803,0.07267823,0.31196576,0.06868703,0.006966253,0.028037323,0.03782397,0.014573379
7100,8244,32122,4tjA1bnIrvCt1O4uaC476a,Fabian Mazur;Snavs,The Pit,The Pit,58,152500,True,0.513,0.834,8,-5.802,1,0.134,0.0101,0.000128,0.331,0.179,150.098,4,electronic,,,,,,,,,0.53760797,0.05615681,0.18581808,0.10341278,0.011412524,0.025968881,0.051448613,0.028174303
7101,8245,32123,1ivuWgxFQb2xzxVNSlB1hF,Yellow Claw,Amsterdam Twerk Music,DJ Turn It Up,64,211776,False,0.829,0.695,1,-5.561,1,0.0473,0.000956,0.178,0.112,0.369,102.018,4,electronic,,,,,,,,,0.41099298,0.056443162,0.31853965,0.1075317,0.010911919,0.026986666,0.052586187,0.016007697
7102,8246,32124,2IDBh3Nuej2wFUk2JmWEmQ,DJ Snake;Selena Gomez;Tiësto,Selfish Love (with Selena Gomez) (Tiësto Remix),Selfish Love (with Selena Gomez) - Tiësto Remix,53,153442,False,0.724,0.71,0,-7.383,0,0.0462,0.0126,0.00163,0.0857,0.212,122.056,4,electronic,,,,,,,,,0.49413642,0.06347214,0.31484157,0.050852466,0.0055238376,0.02442125,0.030796543,0.015955787
7103,8247,32125,2ZZEdfDH3QMmh1W1DhrUfQ,Asher,Fall Again,Fall Again,54,228000,False,0.744,0.555,10,-7.022,0,0.0855,0.288,0.000575,0.198,0.102,100.003,4,electronic,,,,,,,,,0.6722147,0.019968618,0.18382187,0.049080502,0.0043853074,0.01067451,0.017154597,0.04269997
7104,8248,32127,1i0cgkisuJoGZOzdupqf1v,Fabian Mazur;Snavs,Arena,Arena,59,206400,False,0.789,0.83,5,-4.184,0,0.0747,0.009,0.00258,0.173,0.441,100.046,4,electronic,,,,,,,,,0.5651597,0.0594019,0.2290267,0.05672759,0.007935461,0.020739952,0.037849948,0.023158778
7105,8250,32129,4XpDj477gvnsYNT21ap9Y8,Anthony Keyrouz;Glaceo,Last Melody,Last Melody,66,148396,False,0.671,0.826,8,-5.808,1,0.322,0.344,0.0,0.184,0.418,131.085,4,electronic,,,,,,,,,0.6549788,0.014525513,0.1905566,0.08018766,0.0038936348,0.009838288,0.01544863,0.03057084
7106,8251,32132,295xtgZ3JSGn94tYWbM5QG,Lucky Luke,Give It to Me,Give It To Me,68,186239,False,0.844,0.789,5,-4.877,0,0.0901,0.0112,0.00262,0.0602,0.8,125.016,4,electronic,,,,,,,,,0.70529205,0.022886489,0.1497508,0.054899946,0.0043032137,0.011366534,0.017578457,0.0339225
7107,8253,32141,0WTCo2nNtSRCrGCiQuZO8d,Sohodolls,Ribbed Music for the Numb Generation,Bang Bang Bang Bang,64,181640,False,0.725,0.58,10,-7.112,0,0.03,0.543,0.0,0.106,0.369,94.008,4,electronic,,,,,,,,,0.7279217,0.011710499,0.14449963,0.062596045,0.0032290386,0.0074230097,0.011436818,0.031183206
7108,8254,32142,024nqC9O76nvAuIWtQGdQy,Peter Cat Recording Co.,Bismillah,Memory Box,55,483840,False,0.609,0.415,7,-11.986,1,0.0435,0.227,0.0672,0.136,0.442,127.972,4,electronic,,,,,,,,,0.68172175,0.020727577,0.18683079,0.04222813,0.0049290466,0.010031526,0.020372393,0.033158813
7109,8255,32150,3XHrTm6WE2BOHafLwTT3GR,Blue Foundation,Life Of A Ghost,Eyes on Fire,67,302826,False,0.544,0.383,3,-10.143,0,0.0334,0.67,0.00204,0.125,0.367,145.025,4,electronic,,,,,,,,,0.72737306,0.017652415,0.15770702,0.03034537,0.003920366,0.008814879,0.015642567,0.038544275
7110,8256,32151,2aJDlirz6v2a4HREki98cP,Bicep,Bicep,Glue,74,269149,False,0.853,0.798,4,-7.995,0,0.068,0.0158,0.948,0.0967,0.42,129.983,4,electronic,,,,,,,,,0.6419,0.023433594,0.21865724,0.06672438,0.0035880571,0.011142732,0.01550357,0.019050397
7111,8257,32153,1OUPXna2MCgAt3VNmXJBtg,Tropkillaz;J Balvin;Anitta;ZAAC,Bola Rebola,Bola Rebola,66,193440,False,0.834,0.777,5,-4.538,0,0.0593,0.22,0.00609,0.335,0.865,129.984,4,electronic,,,,,,,,,0.48499554,0.07762219,0.27367738,0.05028112,0.0114088245,0.02704225,0.052657194,0.022315502
7112,8259,32161,6HhrMBN43RnGlGv7vIdnM5,Yellow Claw;Ayden,Till It Hurts (feat. Ayden),Till It Hurts (feat. Ayden),60,188680,False,0.547,0.886,8,-4.016,1,0.0309,0.000624,0.000274,0.193,0.293,145.053,4,electronic,,,,,,,,,0.6534348,0.026013462,0.21476632,0.044613022,0.0043803644,0.010463084,0.01952069,0.026808228
7113,8260,32163,0suLmBuEbatdochI4tHduq,NGHTMRE;SLANDER;Matthew Santos,FEELING GUD,FEELING GUD,63,190682,False,0.484,0.94,5,-3.682,0,0.257,0.0145,0.000323,0.266,0.334,173.741,4,electronic,,,,,,,,,0.6566652,0.020960553,0.22665167,0.047431607,0.0034066003,0.0093637295,0.017043872,0.01847682
7114,8261,32164,0vZCG0H9KhtU7K8MEUVAoV,DVBBS;Borgeous,Tsunami,Tsunami,65,236706,False,0.699,0.839,4,-5.353,0,0.0481,0.0483,0.655,0.0897,0.264,128.026,4,electronic,,,,,,,,,0.3919884,0.026791614,0.15741624,0.35428846,0.008135773,0.014532261,0.03370639,0.013140869
7115,8262,32165,5UCxWGNXG4kjBmpftwyctt,HEDEGAARD,DARK MATTER,P.I.M.P. - HEDEGAARD Remix,64,174044,True,0.797,0.683,10,-8.056,0,0.136,0.0946,0.0,0.12,0.518,89.964,4,electronic,,,,,,,,,0.537743,0.068430215,0.20214617,0.08927646,0.009720518,0.024327012,0.046149597,0.02220707
7116,8263,32168,6BSPfADBMriOIJmiNnc6mC,GRAVEDGR;City Morgue,6 FEET UNDER,WARDOGZ,55,154616,True,0.619,0.899,4,-3.914,0,0.397,0.0689,0.0,0.106,0.507,150.186,4,electronic,,,,,,,,,0.62301236,0.029559348,0.24234472,0.042118974,0.005203466,0.013273789,0.021743644,0.022743728
7117,8264,32169,3OaunNUlXXs5e2PXtNAzzG,RL Grime;24hrs,NOVA,UCLA,68,192000,True,0.536,0.879,1,-3.019,1,0.0621,0.0742,0.0,0.0847,0.334,140.137,4,electronic,,,,,,,,,0.724057,0.015632035,0.18440494,0.02693296,0.002558889,0.007551348,0.010581896,0.028280905
7118,8265,32170,12yj178KaJo8PrddT0StaL,Gaullin;Lucky Luke,What's Up,What's Up,63,147540,False,0.739,0.845,5,-5.93,0,0.0397,0.00155,0.0107,0.775,0.839,121.997,4,electronic,,,,,,,,,0.78559816,0.011564345,0.1251446,0.029254194,0.0018784698,0.0060265386,0.007606896,0.032926783
7119,8267,32174,67Hna13dNDkZvBpTXRIaOJ,Massive Attack,Mezzanine,Teardrop,71,330773,False,0.615,0.419,11,-8.8,0,0.0395,0.0173,0.497,0.135,0.216,76.997,4,electronic,,,,,,,,,0.6532682,0.019384485,0.22416566,0.03117638,0.0040430846,0.01024725,0.0142414095,0.043473557
7120,8268,32175,1iA7DyrJbukpd4X2EcT9Xd,NGHTMRE;SLANDER;Dylan Matthew,DRMVRSE,Fall Into Me,62,231440,False,0.47,0.849,7,-3.554,0,0.0657,0.0621,0.0,0.114,0.25,139.943,4,electronic,,,,,,,,,0.61834466,0.03999763,0.20182464,0.05979436,0.006393189,0.01753927,0.032203287,0.02390305
7121,8269,32176,4kT18i0w2ZYeLTFPdpkihT,Keys N Krates,Dum Dee Dum,Dum Dee Dum,57,192000,False,0.755,0.891,7,-5.516,1,0.174,0.273,0.0412,0.12,0.515,160.021,4,electronic,,,,,,,,,0.4511685,0.088860616,0.29696038,0.054478176,0.007969424,0.03229821,0.056676045,0.0115886545
7122,8270,32177,6lvJDlBrtabJWiBlMTGxKs,Blonde Redhead,Melody of Certain Damaged Lemons,For the Damaged Coda,60,157000,False,0.5,0.47,0,-9.995,0,0.0395,0.798,0.88,0.0899,0.0766,141.454,4,electronic,,,,,,,,,0.5202876,0.07226717,0.17561163,0.110694736,0.010219904,0.036358435,0.049795136,0.024765365
7123,8271,32178,6QcU4iwfLjjsrW7zsqyc1D,Jan Blomqvist;Ben Böhmer,The Space In Between (Ben Böhmer Remix),The Space In Between - Ben Böhmer Remix,59,253812,False,0.559,0.656,5,-10.794,0,0.0365,0.0574,0.627,0.177,0.0386,122.007,4,electronic,,,,,,,,,0.58895797,0.021621598,0.2686071,0.04096751,0.005681886,0.013285338,0.019460488,0.041418046
7124,8272,32179,4EweZdJGV0nKkuhBO5jJoO,Juicy M;Willy Van Florence;Amyss,Pump This,Pump This,62,161484,False,0.73,0.935,11,-8.25,1,0.0615,0.0124,0.754,0.366,0.491,128.013,4,electronic,,,,,,,,,0.47973773,0.038040902,0.32422173,0.058979608,0.009433909,0.021310272,0.033538483,0.034737345
